filename,age,gender,accent,mfcc_num_path,mfcc_spec_path,mel_num_path,mel_spec_path,mfcc_eq_path,mel_eq_path
cv-valid-dev/sample-000041.mp3,6,1,3,..\dataset\mfcc_num\cv-valid-dev_sample-000041.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-000041.png,..\dataset\mel_num\cv-valid-dev_sample-000041.npy,..\dataset\mel_spec\cv-valid-dev_sample-000041.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-000041_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-000041_eq.npy
cv-valid-dev/sample-000045.mp3,2,1,14,..\dataset\mfcc_num\cv-valid-dev_sample-000045.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-000045.png,..\dataset\mel_num\cv-valid-dev_sample-000045.npy,..\dataset\mel_spec\cv-valid-dev_sample-000045.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-000045_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-000045_eq.npy
cv-valid-dev/sample-000046.mp3,7,1,14,..\dataset\mfcc_num\cv-valid-dev_sample-000046.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-000046.png,..\dataset\mel_num\cv-valid-dev_sample-000046.npy,..\dataset\mel_spec\cv-valid-dev_sample-000046.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-000046_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-000046_eq.npy
cv-valid-dev/sample-000052.mp3,2,1,4,..\dataset\mfcc_num\cv-valid-dev_sample-000052.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-000052.png,..\dataset\mel_num\cv-valid-dev_sample-000052.npy,..\dataset\mel_spec\cv-valid-dev_sample-000052.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-000052_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-000052_eq.npy
cv-valid-dev/sample-000053.mp3,2,0,4,..\dataset\mfcc_num\cv-valid-dev_sample-000053.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-000053.png,..\dataset\mel_num\cv-valid-dev_sample-000053.npy,..\dataset\mel_spec\cv-valid-dev_sample-000053.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-000053_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-000053_eq.npy
cv-valid-dev/sample-000054.mp3,1,1,4,..\dataset\mfcc_num\cv-valid-dev_sample-000054.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-000054.png,..\dataset\mel_num\cv-valid-dev_sample-000054.npy,..\dataset\mel_spec\cv-valid-dev_sample-000054.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-000054_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-000054_eq.npy
cv-valid-dev/sample-000056.mp3,7,1,4,..\dataset\mfcc_num\cv-valid-dev_sample-000056.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-000056.png,..\dataset\mel_num\cv-valid-dev_sample-000056.npy,..\dataset\mel_spec\cv-valid-dev_sample-000056.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-000056_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-000056_eq.npy
cv-valid-dev/sample-000058.mp3,7,1,4,..\dataset\mfcc_num\cv-valid-dev_sample-000058.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-000058.png,..\dataset\mel_num\cv-valid-dev_sample-000058.npy,..\dataset\mel_spec\cv-valid-dev_sample-000058.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-000058_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-000058_eq.npy
cv-valid-dev/sample-000059.mp3,1,1,14,..\dataset\mfcc_num\cv-valid-dev_sample-000059.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-000059.png,..\dataset\mel_num\cv-valid-dev_sample-000059.npy,..\dataset\mel_spec\cv-valid-dev_sample-000059.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-000059_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-000059_eq.npy
cv-valid-dev/sample-000060.mp3,2,1,4,..\dataset\mfcc_num\cv-valid-dev_sample-000060.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-000060.png,..\dataset\mel_num\cv-valid-dev_sample-000060.npy,..\dataset\mel_spec\cv-valid-dev_sample-000060.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-000060_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-000060_eq.npy
cv-valid-dev/sample-000061.mp3,1,1,14,..\dataset\mfcc_num\cv-valid-dev_sample-000061.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-000061.png,..\dataset\mel_num\cv-valid-dev_sample-000061.npy,..\dataset\mel_spec\cv-valid-dev_sample-000061.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-000061_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-000061_eq.npy
cv-valid-dev/sample-000066.mp3,6,1,1,..\dataset\mfcc_num\cv-valid-dev_sample-000066.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-000066.png,..\dataset\mel_num\cv-valid-dev_sample-000066.npy,..\dataset\mel_spec\cv-valid-dev_sample-000066.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-000066_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-000066_eq.npy
cv-valid-dev/sample-000067.mp3,2,1,14,..\dataset\mfcc_num\cv-valid-dev_sample-000067.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-000067.png,..\dataset\mel_num\cv-valid-dev_sample-000067.npy,..\dataset\mel_spec\cv-valid-dev_sample-000067.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-000067_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-000067_eq.npy
cv-valid-dev/sample-000068.mp3,3,1,4,..\dataset\mfcc_num\cv-valid-dev_sample-000068.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-000068.png,..\dataset\mel_num\cv-valid-dev_sample-000068.npy,..\dataset\mel_spec\cv-valid-dev_sample-000068.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-000068_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-000068_eq.npy
cv-valid-dev/sample-000070.mp3,3,1,14,..\dataset\mfcc_num\cv-valid-dev_sample-000070.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-000070.png,..\dataset\mel_num\cv-valid-dev_sample-000070.npy,..\dataset\mel_spec\cv-valid-dev_sample-000070.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-000070_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-000070_eq.npy
cv-valid-dev/sample-000073.mp3,7,1,14,..\dataset\mfcc_num\cv-valid-dev_sample-000073.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-000073.png,..\dataset\mel_num\cv-valid-dev_sample-000073.npy,..\dataset\mel_spec\cv-valid-dev_sample-000073.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-000073_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-000073_eq.npy
cv-valid-dev/sample-000080.mp3,7,1,14,..\dataset\mfcc_num\cv-valid-dev_sample-000080.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-000080.png,..\dataset\mel_num\cv-valid-dev_sample-000080.npy,..\dataset\mel_spec\cv-valid-dev_sample-000080.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-000080_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-000080_eq.npy
cv-valid-dev/sample-000082.mp3,1,0,4,..\dataset\mfcc_num\cv-valid-dev_sample-000082.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-000082.png,..\dataset\mel_num\cv-valid-dev_sample-000082.npy,..\dataset\mel_spec\cv-valid-dev_sample-000082.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-000082_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-000082_eq.npy
cv-valid-dev/sample-000083.mp3,6,1,14,..\dataset\mfcc_num\cv-valid-dev_sample-000083.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-000083.png,..\dataset\mel_num\cv-valid-dev_sample-000083.npy,..\dataset\mel_spec\cv-valid-dev_sample-000083.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-000083_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-000083_eq.npy
cv-valid-dev/sample-000085.mp3,6,0,14,..\dataset\mfcc_num\cv-valid-dev_sample-000085.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-000085.png,..\dataset\mel_num\cv-valid-dev_sample-000085.npy,..\dataset\mel_spec\cv-valid-dev_sample-000085.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-000085_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-000085_eq.npy
cv-valid-dev/sample-000091.mp3,6,1,4,..\dataset\mfcc_num\cv-valid-dev_sample-000091.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-000091.png,..\dataset\mel_num\cv-valid-dev_sample-000091.npy,..\dataset\mel_spec\cv-valid-dev_sample-000091.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-000091_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-000091_eq.npy
cv-valid-dev/sample-000094.mp3,6,0,4,..\dataset\mfcc_num\cv-valid-dev_sample-000094.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-000094.png,..\dataset\mel_num\cv-valid-dev_sample-000094.npy,..\dataset\mel_spec\cv-valid-dev_sample-000094.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-000094_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-000094_eq.npy
cv-valid-dev/sample-000098.mp3,4,0,3,..\dataset\mfcc_num\cv-valid-dev_sample-000098.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-000098.png,..\dataset\mel_num\cv-valid-dev_sample-000098.npy,..\dataset\mel_spec\cv-valid-dev_sample-000098.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-000098_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-000098_eq.npy
cv-valid-dev/sample-000102.mp3,7,1,4,..\dataset\mfcc_num\cv-valid-dev_sample-000102.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-000102.png,..\dataset\mel_num\cv-valid-dev_sample-000102.npy,..\dataset\mel_spec\cv-valid-dev_sample-000102.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-000102_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-000102_eq.npy
cv-valid-dev/sample-000109.mp3,7,1,6,..\dataset\mfcc_num\cv-valid-dev_sample-000109.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-000109.png,..\dataset\mel_num\cv-valid-dev_sample-000109.npy,..\dataset\mel_spec\cv-valid-dev_sample-000109.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-000109_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-000109_eq.npy
cv-valid-dev/sample-000110.mp3,7,1,4,..\dataset\mfcc_num\cv-valid-dev_sample-000110.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-000110.png,..\dataset\mel_num\cv-valid-dev_sample-000110.npy,..\dataset\mel_spec\cv-valid-dev_sample-000110.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-000110_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-000110_eq.npy
cv-valid-dev/sample-000111.mp3,6,1,14,..\dataset\mfcc_num\cv-valid-dev_sample-000111.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-000111.png,..\dataset\mel_num\cv-valid-dev_sample-000111.npy,..\dataset\mel_spec\cv-valid-dev_sample-000111.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-000111_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-000111_eq.npy
cv-valid-dev/sample-000113.mp3,2,1,3,..\dataset\mfcc_num\cv-valid-dev_sample-000113.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-000113.png,..\dataset\mel_num\cv-valid-dev_sample-000113.npy,..\dataset\mel_spec\cv-valid-dev_sample-000113.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-000113_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-000113_eq.npy
cv-valid-dev/sample-000114.mp3,2,1,11,..\dataset\mfcc_num\cv-valid-dev_sample-000114.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-000114.png,..\dataset\mel_num\cv-valid-dev_sample-000114.npy,..\dataset\mel_spec\cv-valid-dev_sample-000114.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-000114_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-000114_eq.npy
cv-valid-dev/sample-000115.mp3,5,1,14,..\dataset\mfcc_num\cv-valid-dev_sample-000115.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-000115.png,..\dataset\mel_num\cv-valid-dev_sample-000115.npy,..\dataset\mel_spec\cv-valid-dev_sample-000115.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-000115_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-000115_eq.npy
cv-valid-dev/sample-000117.mp3,6,1,14,..\dataset\mfcc_num\cv-valid-dev_sample-000117.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-000117.png,..\dataset\mel_num\cv-valid-dev_sample-000117.npy,..\dataset\mel_spec\cv-valid-dev_sample-000117.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-000117_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-000117_eq.npy
cv-valid-dev/sample-000119.mp3,7,1,14,..\dataset\mfcc_num\cv-valid-dev_sample-000119.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-000119.png,..\dataset\mel_num\cv-valid-dev_sample-000119.npy,..\dataset\mel_spec\cv-valid-dev_sample-000119.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-000119_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-000119_eq.npy
cv-valid-dev/sample-000123.mp3,6,1,4,..\dataset\mfcc_num\cv-valid-dev_sample-000123.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-000123.png,..\dataset\mel_num\cv-valid-dev_sample-000123.npy,..\dataset\mel_spec\cv-valid-dev_sample-000123.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-000123_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-000123_eq.npy
cv-valid-dev/sample-000126.mp3,2,1,11,..\dataset\mfcc_num\cv-valid-dev_sample-000126.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-000126.png,..\dataset\mel_num\cv-valid-dev_sample-000126.npy,..\dataset\mel_spec\cv-valid-dev_sample-000126.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-000126_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-000126_eq.npy
cv-valid-dev/sample-000128.mp3,2,1,14,..\dataset\mfcc_num\cv-valid-dev_sample-000128.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-000128.png,..\dataset\mel_num\cv-valid-dev_sample-000128.npy,..\dataset\mel_spec\cv-valid-dev_sample-000128.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-000128_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-000128_eq.npy
cv-valid-dev/sample-000129.mp3,7,1,4,..\dataset\mfcc_num\cv-valid-dev_sample-000129.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-000129.png,..\dataset\mel_num\cv-valid-dev_sample-000129.npy,..\dataset\mel_spec\cv-valid-dev_sample-000129.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-000129_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-000129_eq.npy
cv-valid-dev/sample-000130.mp3,5,1,14,..\dataset\mfcc_num\cv-valid-dev_sample-000130.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-000130.png,..\dataset\mel_num\cv-valid-dev_sample-000130.npy,..\dataset\mel_spec\cv-valid-dev_sample-000130.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-000130_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-000130_eq.npy
cv-valid-dev/sample-000132.mp3,2,1,4,..\dataset\mfcc_num\cv-valid-dev_sample-000132.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-000132.png,..\dataset\mel_num\cv-valid-dev_sample-000132.npy,..\dataset\mel_spec\cv-valid-dev_sample-000132.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-000132_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-000132_eq.npy
cv-valid-dev/sample-000135.mp3,6,0,4,..\dataset\mfcc_num\cv-valid-dev_sample-000135.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-000135.png,..\dataset\mel_num\cv-valid-dev_sample-000135.npy,..\dataset\mel_spec\cv-valid-dev_sample-000135.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-000135_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-000135_eq.npy
cv-valid-dev/sample-000136.mp3,7,1,14,..\dataset\mfcc_num\cv-valid-dev_sample-000136.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-000136.png,..\dataset\mel_num\cv-valid-dev_sample-000136.npy,..\dataset\mel_spec\cv-valid-dev_sample-000136.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-000136_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-000136_eq.npy
cv-valid-dev/sample-000139.mp3,6,1,14,..\dataset\mfcc_num\cv-valid-dev_sample-000139.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-000139.png,..\dataset\mel_num\cv-valid-dev_sample-000139.npy,..\dataset\mel_spec\cv-valid-dev_sample-000139.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-000139_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-000139_eq.npy
cv-valid-dev/sample-000140.mp3,6,0,6,..\dataset\mfcc_num\cv-valid-dev_sample-000140.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-000140.png,..\dataset\mel_num\cv-valid-dev_sample-000140.npy,..\dataset\mel_spec\cv-valid-dev_sample-000140.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-000140_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-000140_eq.npy
cv-valid-dev/sample-000142.mp3,2,0,14,..\dataset\mfcc_num\cv-valid-dev_sample-000142.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-000142.png,..\dataset\mel_num\cv-valid-dev_sample-000142.npy,..\dataset\mel_spec\cv-valid-dev_sample-000142.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-000142_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-000142_eq.npy
cv-valid-dev/sample-000145.mp3,5,1,14,..\dataset\mfcc_num\cv-valid-dev_sample-000145.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-000145.png,..\dataset\mel_num\cv-valid-dev_sample-000145.npy,..\dataset\mel_spec\cv-valid-dev_sample-000145.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-000145_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-000145_eq.npy
cv-valid-dev/sample-000149.mp3,7,1,14,..\dataset\mfcc_num\cv-valid-dev_sample-000149.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-000149.png,..\dataset\mel_num\cv-valid-dev_sample-000149.npy,..\dataset\mel_spec\cv-valid-dev_sample-000149.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-000149_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-000149_eq.npy
cv-valid-dev/sample-000152.mp3,7,0,14,..\dataset\mfcc_num\cv-valid-dev_sample-000152.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-000152.png,..\dataset\mel_num\cv-valid-dev_sample-000152.npy,..\dataset\mel_spec\cv-valid-dev_sample-000152.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-000152_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-000152_eq.npy
cv-valid-dev/sample-000153.mp3,4,0,14,..\dataset\mfcc_num\cv-valid-dev_sample-000153.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-000153.png,..\dataset\mel_num\cv-valid-dev_sample-000153.npy,..\dataset\mel_spec\cv-valid-dev_sample-000153.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-000153_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-000153_eq.npy
cv-valid-dev/sample-000155.mp3,4,0,3,..\dataset\mfcc_num\cv-valid-dev_sample-000155.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-000155.png,..\dataset\mel_num\cv-valid-dev_sample-000155.npy,..\dataset\mel_spec\cv-valid-dev_sample-000155.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-000155_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-000155_eq.npy
cv-valid-dev/sample-000157.mp3,1,1,11,..\dataset\mfcc_num\cv-valid-dev_sample-000157.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-000157.png,..\dataset\mel_num\cv-valid-dev_sample-000157.npy,..\dataset\mel_spec\cv-valid-dev_sample-000157.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-000157_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-000157_eq.npy
cv-valid-dev/sample-000159.mp3,7,1,14,..\dataset\mfcc_num\cv-valid-dev_sample-000159.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-000159.png,..\dataset\mel_num\cv-valid-dev_sample-000159.npy,..\dataset\mel_spec\cv-valid-dev_sample-000159.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-000159_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-000159_eq.npy
cv-valid-dev/sample-000162.mp3,4,1,3,..\dataset\mfcc_num\cv-valid-dev_sample-000162.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-000162.png,..\dataset\mel_num\cv-valid-dev_sample-000162.npy,..\dataset\mel_spec\cv-valid-dev_sample-000162.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-000162_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-000162_eq.npy
cv-valid-dev/sample-000163.mp3,2,0,14,..\dataset\mfcc_num\cv-valid-dev_sample-000163.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-000163.png,..\dataset\mel_num\cv-valid-dev_sample-000163.npy,..\dataset\mel_spec\cv-valid-dev_sample-000163.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-000163_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-000163_eq.npy
cv-valid-dev/sample-000167.mp3,5,1,14,..\dataset\mfcc_num\cv-valid-dev_sample-000167.npy,..\dataset\mfcc_spec\cv-valid-dev_sample-000167.png,..\dataset\mel_num\cv-valid-dev_sample-000167.npy,..\dataset\mel_spec\cv-valid-dev_sample-000167.png,..\dataset\mfcc_num_eq\cv-valid-dev_sample-000167_eq.npy,..\dataset\mel_num_eq\cv-valid-dev_sample-000167_eq.npy
